,Score
1760,4.0
2345,3.9166666666666665
6285,3.833333333333333
3661,3.7666666666666666
3017,3.6666666666666665
5880,3.65
6446,3.55
5871,3.5333333333333337
2834,3.3666666666666663
1605,3.3
2301,3.2833333333333337
2886,3.25
2892,3.25
2308,3.133333333333333
3443,2.9
2881,2.8833333333333333
2883,2.7333333333333334
2884,2.6666666666666665
2317,2.5999999999999996
2891,2.583333333333333
1303,2.4833333333333334
2002,2.45
9945,2.4333333333333336
2474,2.433333333333333
2377,2.4166666666666665
3035,2.333333333333333
1101,2.283333333333333
1301,2.216666666666667
3533,2.2
3711,1.9666666666666668
2603,1.9500000000000002
2330,1.95
2382,1.8833333333333335
2882,1.866666666666667
6415,1.8166666666666667
2376,1.7333333333333334
2412,1.6833333333333333
2634,1.5666666666666664
2368,1.5166666666666666
2383,1.4166666666666667
6669,1.4
1216,1.3499999999999999
3481,1.1333333333333333
2303,1.1
2637,1.0999999999999999
4904,1.0999999999999999
8454,1.0166666666666666
3034,0.9166666666666666
2408,0.9
2454,0.8166666666666667
2379,0.8
2618,0.7666666666666666
2609,0.6666666666666666
2327,0.6333333333333333
2344,0.5833333333333333
2615,0.4833333333333334
2357,0.30000000000000004
3037,0.21666666666666667
2610,0.18333333333333335
6770,0.06666666666666667
