Ticker,Sector,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,Regime,Tech_Gate
2615,shipping,2021-04-19,2021-04-22,47.19,57.52,0.2093,🟢 停利,3,1.0,strong
6116,computing,2021-04-19,2021-04-22,16.91,20.45,0.1997,🟢 停利,3,1.0,strong
6770,computing,2021-04-08,2021-04-23,71.61,64.85,-0.1015,🔴 停損,11,1.0,boost
2609,shipping,2021-04-20,2021-04-27,27.34,34.19,0.2407,🟢 停利,5,1.0,strong
6116,computing,2021-04-22,2021-04-27,19.74,23.67,0.19,🟢 停利,3,1.0,strong
2637,shipping,2021-04-22,2021-04-29,42.05,50.24,0.1854,🟢 停利,5,1.0,strong
2609,shipping,2021-04-27,2021-05-04,34.19,44.07,0.2789,🟢 停利,4,1.0,open
6547O,computing,2021-03-31,2021-05-05,193.18,192.85,-0.0096,⚪ 時間到期,21,1.0,open
3034,electronics,2021-04-08,2021-05-06,402.47,349.26,-0.139,🔴 停損,19,1.0,boost
3149,traditional,2021-04-16,2021-05-11,70.01,53.6,-0.2405,🔴 停損,16,1.0,strong
2603,shipping,2021-04-22,2021-05-11,73.01,88.47,0.2024,🟢 停利,12,1.0,strong
2002,traditional,2021-04-22,2021-05-11,32.95,38.26,0.1523,🟢 停利,12,1.0,strong
6116,computing,2021-04-27,2021-05-11,22.43,18.53,-0.18,🔴 停損,9,1.0,open
2881,finance,2021-05-11,2021-05-12,48.06,43.05,-0.1112,🔴 停損,1,1.0,closed
2002,traditional,2021-05-11,2021-05-13,36.54,29.69,-0.1939,🔴 停損,2,1.0,closed
2615,shipping,2021-04-22,2021-05-14,57.52,48.96,-0.1555,🔴 停損,15,1.0,strong
2606,shipping,2021-04-26,2021-05-14,48.12,38.81,-0.1998,🔴 停損,13,1.0,strong
2637,shipping,2021-04-29,2021-05-14,50.24,41.27,-0.185,🔴 停損,10,1.0,open
2605,shipping,2021-05-06,2021-05-14,26.56,20.09,-0.2494,🔴 停損,6,1.0,closed
2603,shipping,2021-05-11,2021-05-14,84.76,65.39,-0.2346,🔴 停損,3,1.0,closed
2609,shipping,2021-05-04,2021-05-17,42.86,34.38,-0.2042,🔴 停損,9,1.0,closed
1605,traditional,2021-05-05,2021-05-17,22.9,17.32,-0.2496,🔴 停損,8,1.0,closed
2881,finance,2021-05-12,2021-05-17,46.81,41.31,-0.1243,🔴 停損,3,1.0,closed
6547O,computing,2021-05-26,2021-06-02,256.01,190.83,-0.2604,🔴 停損,5,1.0,open
1101,traditional,2021-05-12,2021-06-10,38.91,39.21,-0.0001,⚪ 時間到期,21,1.0,closed
2615,shipping,2021-05-27,2021-06-15,84.74,112.57,0.3181,🟢 停利,12,1.0,open
6669,computing,2021-05-27,2021-06-16,754.35,915.01,0.2035,🟢 停利,13,1.0,open
2603,shipping,2021-06-02,2021-06-16,101.79,131.84,0.2852,🟢 停利,9,1.0,open
2609,shipping,2021-05-28,2021-06-18,51.98,71.4,0.363,🟢 停利,14,1.0,open
2615,shipping,2021-06-15,2021-06-21,112.57,146.77,0.2936,🟢 停利,4,1.0,boost
1760,biotech,2021-05-26,2021-06-24,101.57,95.78,-0.0644,⚪ 時間到期,20,1.0,open
6415,computing,2021-05-26,2021-06-24,824.03,863.79,0.04,⚪ 時間到期,20,1.0,open
2881,finance,2021-05-26,2021-06-24,45.11,45.17,-0.0064,⚪ 時間到期,20,1.0,open
4743O,biotech,2021-05-26,2021-06-24,169.98,175.39,0.0238,⚪ 時間到期,20,1.0,open
2603,shipping,2021-06-16,2021-06-28,127.69,160.29,0.2455,🟢 停利,8,1.0,strong
2615,shipping,2021-06-21,2021-06-28,141.02,177.87,0.2514,🟢 停利,5,1.0,open
2605,shipping,2021-06-24,2021-06-28,33.2,41.29,0.2342,🟢 停利,2,1.0,open
2609,shipping,2021-06-18,2021-06-30,68.23,88.08,0.2808,🟢 停利,8,1.0,strong
2637,shipping,2021-06-24,2021-07-01,66.1,85.05,0.2766,🟢 停利,5,1.0,open
2606,shipping,2021-06-24,2021-07-01,57.54,72.54,0.2507,🟢 停利,5,1.0,open
2603,shipping,2021-06-28,2021-07-01,155.45,197.89,0.263,🟢 停利,3,1.0,open
3035,electronics,2021-06-16,2021-07-07,71.48,83.82,0.1635,🟢 停利,15,1.0,strong
3037,electronics,2021-06-10,2021-07-12,114.78,125.99,0.0891,⚪ 時間到期,21,1.0,strong
2603,shipping,2021-07-01,2021-07-13,188.77,152.78,-0.197,🔴 停損,8,1.0,open
2618,shipping,2021-06-16,2021-07-14,17.46,15.91,-0.0958,⚪ 時間到期,20,1.0,strong
2605,shipping,2021-06-30,2021-07-14,42.56,34.93,-0.1858,🔴 停損,10,1.0,strong
3529O,electronics,2021-06-24,2021-07-22,1344.46,1290.13,-0.0479,⚪ 時間到期,20,1.0,open
2615,shipping,2021-06-28,2021-07-22,177.51,141.0,-0.2119,🔴 停損,18,1.0,open
2609,shipping,2021-07-01,2021-07-22,92.62,73.62,-0.2114,🔴 停損,15,1.0,open
3661,electronics,2021-06-28,2021-07-27,624.82,649.66,0.0316,⚪ 時間到期,21,1.0,open
2603,shipping,2021-07-13,2021-07-27,173.03,120.19,-0.3108,🔴 停損,10,1.0,open
8454,traditional,2021-07-01,2021-07-29,902.64,1004.53,0.1042,⚪ 時間到期,20,1.0,open
2637,shipping,2021-07-07,2021-08-04,74.14,58.91,-0.2116,⚪ 時間到期,20,1.0,open
3035,electronics,2021-07-12,2021-08-09,98.39,91.17,-0.0806,⚪ 時間到期,20,1.0,open
8454,traditional,2021-07-30,2021-08-09,992.36,1191.53,0.1913,🟢 停利,6,1.0,open
3017,electronics,2021-07-14,2021-08-11,70.47,64.01,-0.0988,⚪ 時間到期,20,1.0,open
9945,traditional,2021-07-14,2021-08-12,29.4,31.25,0.0546,⚪ 時間到期,21,1.0,open
6285,traditional,2021-07-22,2021-08-16,63.34,57.82,-0.0942,🔴 停損,17,1.0,open
6547O,computing,2021-08-12,2021-08-17,194.86,234.41,0.1935,🟢 停利,3,1.0,open
3037,electronics,2021-07-30,2021-08-18,136.75,112.44,-0.1842,🔴 停損,13,1.0,open
2881,finance,2021-07-22,2021-08-20,51.71,49.82,-0.044,⚪ 時間到期,21,1.0,open
1605,traditional,2021-08-12,2021-08-20,23.3,20.3,-0.1354,🔴 停損,6,1.0,open
5871,finance,2021-08-09,2021-08-23,168.46,186.82,0.1003,🟢 停利,10,1.0,open
8454,traditional,2021-08-09,2021-08-24,1141.52,960.18,-0.1654,🔴 停損,11,1.0,open
2887,finance,2021-07-30,2021-08-27,11.91,12.77,0.0637,🟢 停利,20,1.0,open
2884,finance,2021-08-19,2021-08-27,19.3,19.82,0.019,🟢 停利,6,1.0,all_half
3711,computing,2021-08-04,2021-09-01,98.31,97.92,-0.0117,⚪ 時間到期,20,1.0,open
6525,computing,2021-08-09,2021-09-06,86.31,82.42,-0.0525,⚪ 時間到期,20,1.0,open
2606,shipping,2021-08-24,2021-09-06,57.64,50.19,-0.1361,🔴 停損,9,1.0,open
3529O,electronics,2021-08-27,2021-09-08,1424.92,1690.37,0.177,🟢 停利,8,1.0,open
2605,shipping,2021-08-27,2021-09-10,36.36,30.27,-0.1741,🔴 停損,10,1.0,open
2881,finance,2021-08-27,2021-09-13,52.75,57.22,0.0762,🟢 停利,11,1.0,open
5871,finance,2021-08-24,2021-09-14,191.54,214.88,0.1131,🟢 停利,15,1.0,open
6547O,computing,2021-08-19,2021-09-16,219.39,190.83,-0.137,⚪ 時間到期,20,1.0,all_half
2637,shipping,2021-08-19,2021-09-16,61.31,59.51,-0.037,⚪ 時間到期,20,1.0,all_half
9945,traditional,2021-09-08,2021-09-16,35.68,39.79,0.1067,🟢 停利,6,1.0,open
5871,finance,2021-09-14,2021-09-22,210.77,186.15,-0.1237,🔴 停損,4,1.0,open
2615,shipping,2021-08-24,2021-09-23,156.49,141.92,-0.1002,⚪ 時間到期,20,1.0,open
3661,electronics,2021-09-06,2021-09-23,695.52,852.75,0.2165,🟢 停利,11,1.0,open
3529O,electronics,2021-09-08,2021-09-24,1631.92,1960.64,0.192,🟢 停利,10,1.0,open
3017,electronics,2021-09-16,2021-09-24,68.88,77.72,0.1195,🟢 停利,4,1.0,strong
8454,traditional,2021-09-24,2021-09-28,1245.01,1019.76,-0.1873,🔴 停損,2,1.0,open
2887,finance,2021-09-01,2021-10-01,13.56,13.37,-0.0216,⚪ 時間到期,20,1.0,open
2881,finance,2021-09-16,2021-10-01,57.88,53.78,-0.0782,🔴 停損,9,1.0,strong
3017,electronics,2021-09-24,2021-10-01,77.72,70.21,-0.1038,🔴 停損,5,1.0,open
9945,traditional,2021-09-16,2021-10-05,39.64,35.54,-0.1104,🔴 停損,11,1.0,strong
4743O,biotech,2021-09-24,2021-10-05,161.23,144.98,-0.1078,🔴 停損,7,1.0,open
3443,electronics,2021-09-10,2021-10-07,423.09,496.62,0.1646,🟢 停利,17,1.0,open
2606,shipping,2021-10-08,2021-10-13,57.25,49.37,-0.1444,🔴 停損,2,0.1,closed
3035,electronics,2021-09-13,2021-10-15,103.35,130.48,0.2526,🟢 停利,21,1.0,open
4743O,biotech,2021-10-18,2021-10-20,178.72,205.03,0.1382,🟢 停利,2,1.0,closed
3661,electronics,2021-09-23,2021-10-25,852.75,942.36,0.0964,⚪ 時間到期,21,0.4,open
3529O,electronics,2021-09-24,2021-10-26,1901.5,2142.19,0.1178,⚪ 時間到期,21,1.0,open
3035,electronics,2021-10-19,2021-10-28,133.34,170.71,0.2703,🟢 停利,7,1.0,all_half
2201,traditional,2021-10-01,2021-11-01,37.21,36.38,-0.0301,⚪ 時間到期,20,0.1,closed
1301,traditional,2021-10-04,2021-11-02,95.73,91.03,-0.0566,⚪ 時間到期,20,0.1,closed
2886,finance,2021-10-18,2021-11-05,26.28,27.22,0.0275,🟢 停利,14,1.0,closed
3661,electronics,2021-10-25,2021-11-05,950.07,1187.1,0.2397,🟢 停利,9,1.0,open
5274O,traditional,2021-10-12,2021-11-09,2155.2,2371.59,0.0918,⚪ 時間到期,20,0.1,closed
2376,semiconductor,2021-11-02,2021-11-09,96.21,111.79,0.1528,🟢 停利,5,1.0,boost
2377,semiconductor,2021-11-05,2021-11-10,125.71,137.84,0.0879,🟢 停利,3,1.0,boost
2618,shipping,2021-11-09,2021-11-11,20.25,23.04,0.1288,🟢 停利,2,1.0,boost
1303,traditional,2021-10-18,2021-11-15,74.8,72.03,-0.0445,⚪ 時間到期,20,1.0,closed
2610,shipping,2021-11-11,2021-11-16,20.47,23.67,0.1474,🟢 停利,3,1.0,boost
4743O,biotech,2021-10-20,2021-11-17,199.97,214.14,0.0625,⚪ 時間到期,20,1.0,open
3443,electronics,2021-10-20,2021-11-18,497.58,571.12,0.1388,⚪ 時間到期,21,1.0,open
3529O,electronics,2021-10-26,2021-11-23,2166.26,2175.89,-0.0034,⚪ 時間到期,20,1.0,open
3035,electronics,2021-10-28,2021-11-25,170.71,162.87,-0.0534,⚪ 時間到期,20,1.0,open
3661,electronics,2021-11-05,2021-11-25,1137.0,950.07,-0.1709,🔴 停損,14,1.0,boost
3037,electronics,2021-11-01,2021-11-29,178.88,192.91,0.07,⚪ 時間到期,20,1.0,strong
4743O,biotech,2021-11-25,2021-11-29,276.63,238.95,-0.1429,🔴 停損,2,1.0,boost
3034,electronics,2021-11-09,2021-12-07,305.85,346.73,0.1248,🟢 停利,20,1.0,boost
2603,shipping,2021-11-10,2021-12-07,114.14,137.07,0.1915,🟢 停利,19,1.0,boost
6446,computing,2021-12-08,2021-12-10,261.06,316.49,0.2029,🟢 停利,2,1.0,open
2618,shipping,2021-11-15,2021-12-14,22.75,22.53,-0.0172,⚪ 時間到期,21,1.0,boost
2610,shipping,2021-11-16,2021-12-14,23.39,22.95,-0.0266,⚪ 時間到期,20,1.0,boost
6446,computing,2021-12-10,2021-12-14,300.13,374.71,0.2387,🟢 停利,2,1.0,strong
6446,computing,2021-12-14,2021-12-15,374.71,301.9,-0.2006,🔴 停損,1,1.0,open
2376,semiconductor,2021-11-17,2021-12-16,112.25,126.68,0.1197,⚪ 時間到期,21,1.0,boost
2345,semiconductor,2021-11-18,2021-12-16,268.32,255.34,-0.0558,⚪ 時間到期,20,1.0,boost
6669,computing,2021-11-23,2021-12-21,912.86,952.74,0.0355,⚪ 時間到期,20,1.0,boost
6446,computing,2021-12-15,2021-12-27,301.9,240.16,-0.2107,🔴 停損,8,1.0,open
2383,semiconductor,2021-11-30,2021-12-28,259.17,247.57,-0.0522,⚪ 時間到期,20,0.7,boost
6770,computing,2021-11-30,2021-12-28,70.82,67.88,-0.0491,⚪ 時間到期,20,0.7,boost
4743O,biotech,2021-12-07,2022-01-05,248.3,229.55,-0.0827,⚪ 時間到期,20,0.4,open
2603,shipping,2021-12-10,2022-01-10,135.36,128.76,-0.0562,⚪ 時間到期,20,1.0,strong
3035,electronics,2021-12-28,2022-01-10,220.54,181.09,-0.1853,🔴 停損,8,1.0,strong
6547O,computing,2021-12-14,2022-01-12,187.47,185.46,-0.0185,⚪ 時間到期,20,1.0,open
2615,shipping,2021-12-14,2022-01-12,139.86,120.37,-0.1461,⚪ 時間到期,20,1.0,open
2883,finance,2022-01-10,2022-01-12,14.59,15.54,0.0569,🟢 停利,2,1.0,open
2609,shipping,2021-12-16,2022-01-13,61.09,52.33,-0.1501,🔴 停損,19,1.0,open
2327,semiconductor,2022-01-05,2022-01-13,122.41,114.39,-0.0729,🔴 停損,6,1.0,strong
3037,electronics,2021-12-16,2022-01-14,203.78,199.25,-0.0299,⚪ 時間到期,20,1.0,open
2882,finance,2022-01-12,2022-01-14,52.91,55.77,0.0459,🟢 停利,2,1.0,open
2637,shipping,2021-12-21,2022-01-19,62.29,56.21,-0.1047,⚪ 時間到期,20,0.7,open
2327,semiconductor,2022-01-13,2022-01-24,117.57,107.1,-0.0962,🔴 停損,7,1.0,open
6446,computing,2021-12-27,2022-01-25,253.95,253.07,-0.0113,⚪ 時間到期,20,1.0,open
2883,finance,2022-01-12,2022-02-09,15.34,16.42,0.0615,🟢 停利,13,1.0,open
2834,finance,2022-01-13,2022-02-11,8.07,8.49,0.044,🟢 停利,14,1.0,open
2308,semiconductor,2022-01-10,2022-02-14,255.44,237.79,-0.0764,🔴 停損,18,1.0,open
3036,electronics,2022-01-19,2022-02-15,71.12,81.86,0.142,🟢 停利,12,0.1,all_half
2330,semiconductor,2022-01-12,2022-02-18,607.13,588.65,-0.038,⚪ 時間到期,20,1.0,open
5880,finance,2022-02-11,2022-02-24,21.47,20.47,-0.054,🔴 停損,9,0.1,closed
2891,finance,2022-02-09,2022-02-25,23.65,21.89,-0.0815,🔴 停損,12,0.1,closed
3035,electronics,2022-02-22,2022-03-01,218.23,272.81,0.2403,🟢 停利,4,0.1,all_half
2883,finance,2022-02-10,2022-03-07,16.23,14.59,-0.1083,🔴 停損,16,0.1,closed
2618,shipping,2022-02-16,2022-03-08,27.87,24.38,-0.1318,🔴 停損,13,0.1,closed
2834,finance,2022-02-14,2022-03-15,8.52,8.64,0.0055,⚪ 時間到期,20,0.1,closed
3661,electronics,2022-02-17,2022-03-16,1122.54,934.65,-0.1739,🔴 停損,18,0.1,all_half
3017,electronics,2022-02-21,2022-03-22,104.98,108.67,0.027,⚪ 時間到期,20,0.1,all_half
1760,biotech,2022-03-01,2022-03-29,101.4,91.77,-0.102,⚪ 時間到期,20,0.1,all_half
2886,finance,2022-03-23,2022-04-06,33.32,35.36,0.0531,🟢 停利,8,0.7,all_half
2884,finance,2022-03-25,2022-04-06,24.67,26.27,0.0566,🟢 停利,6,1.0,open
2834,finance,2022-03-24,2022-04-08,9.71,10.6,0.0837,🟢 停利,9,0.1,all_half
1101,traditional,2022-03-23,2022-04-12,40.51,39.29,-0.0378,🔴 停損,12,0.7,all_half
1605,traditional,2022-03-22,2022-04-13,25.1,29.0,0.146,🟢 停利,14,0.1,all_half
2884,finance,2022-04-12,2022-04-14,27.47,26.05,-0.059,🔴 停損,2,0.1,all_half
4938,computing,2022-03-25,2022-04-15,58.79,56.17,-0.0521,🔴 停損,13,1.0,open
3035,electronics,2022-03-29,2022-04-15,290.21,243.64,-0.167,🔴 停損,11,1.0,open
2884,finance,2022-04-14,2022-04-15,27.47,25.68,-0.0725,🔴 停損,1,1.0,closed
1760,biotech,2022-04-13,2022-04-18,107.94,135.04,0.2413,🟢 停利,3,0.1,closed
2609,shipping,2022-03-18,2022-04-19,65.28,60.6,-0.079,⚪ 時間到期,20,0.1,closed
1605,traditional,2022-04-15,2022-04-19,31.64,35.73,0.1204,🟢 停利,2,0.1,closed
2002,traditional,2022-03-21,2022-04-20,33.38,32.29,-0.0404,⚪ 時間到期,20,0.1,all_half
1605,traditional,2022-04-19,2022-04-20,33.53,38.6,0.1423,🟢 停利,1,0.1,closed
2886,finance,2022-04-06,2022-04-21,34.94,33.13,-0.0593,🔴 停損,11,1.0,all_half
6547O,computing,2022-03-23,2022-04-22,178.74,180.08,-0.0004,⚪ 時間到期,20,0.7,all_half
5274O,traditional,2022-04-06,2022-04-22,2804.36,2452.89,-0.1322,🔴 停損,12,1.0,all_half
2637,shipping,2022-04-20,2022-04-25,75.05,66.67,-0.1186,🔴 停損,3,1.0,closed
2834,finance,2022-04-08,2022-05-09,10.09,9.17,-0.098,🔴 停損,20,1.0,all_half
1605,traditional,2022-04-20,2022-05-09,38.6,34.43,-0.1151,🔴 停損,12,1.0,closed
1760,biotech,2022-04-18,2022-05-10,135.04,112.81,-0.1711,🔴 停損,15,0.1,closed
1301,traditional,2022-04-21,2022-05-10,91.46,87.61,-0.0496,🔴 停損,12,1.0,closed
2610,shipping,2022-04-26,2022-05-12,26.23,23.28,-0.1195,🔴 停損,11,0.1,closed
2606,shipping,2022-04-21,2022-05-16,52.96,47.33,-0.1133,🔴 停損,16,1.0,closed
4743O,biotech,2022-04-20,2022-05-19,164.98,147.9,-0.1106,⚪ 時間到期,20,1.0,closed
2618,shipping,2022-04-22,2022-05-19,30.4,26.13,-0.1474,🔴 停損,18,0.1,closed
2637,shipping,2022-05-05,2022-06-02,77.3,77.68,-0.003,⚪ 時間到期,20,0.1,closed
6446,computing,2022-06-02,2022-06-10,326.76,381.82,0.1593,🟢 停利,5,0.1,all_half
8454,traditional,2022-06-10,2022-06-13,536.36,473.87,-0.1234,🔴 停損,1,0.1,all_half
3529O,electronics,2022-05-31,2022-06-17,1448.99,1174.59,-0.1957,🔴 停損,12,0.1,all_half
2454,semiconductor,2022-06-08,2022-06-17,666.23,624.34,-0.0702,🔴 停損,7,0.1,all_half
2317,semiconductor,2022-06-06,2022-06-20,98.15,92.84,-0.0614,🔴 停損,10,0.4,open
2379,semiconductor,2022-06-07,2022-06-20,353.93,324.47,-0.0904,🔴 停損,9,0.1,all_half
3443,electronics,2022-05-30,2022-06-22,535.78,461.59,-0.1452,🔴 停損,16,0.1,all_half
1605,traditional,2022-06-06,2022-06-23,40.15,33.84,-0.1638,🔴 停損,13,0.4,open
6446,computing,2022-06-13,2022-06-29,393.36,452.35,0.1409,🟢 停利,12,0.1,all_half
2474,semiconductor,2022-06-01,2022-06-30,127.92,128.31,-0.0048,⚪ 時間到期,20,0.1,all_half
2201,traditional,2022-06-28,2022-07-01,43.99,39.2,-0.1158,🔴 停損,3,0.1,closed
2345,semiconductor,2022-06-09,2022-07-07,209.93,205.76,-0.0275,⚪ 時間到期,20,0.1,all_half
2618,shipping,2022-07-22,2022-08-04,29.37,25.97,-0.1227,🔴 停損,9,0.7,boost
2357,semiconductor,2022-08-04,2022-08-12,245.69,228.2,-0.0784,🔴 停損,6,1.0,boost
1760,biotech,2022-07-19,2022-08-16,108.02,130.28,0.1967,⚪ 時間到期,20,0.1,all_half
2308,semiconductor,2022-07-20,2022-08-17,232.95,255.45,0.088,⚪ 時間到期,20,0.1,all_half
2634,shipping,2022-07-21,2022-08-18,32.67,32.72,-0.0064,⚪ 時間到期,20,0.4,strong
2368,semiconductor,2022-07-21,2022-08-18,83.77,84.58,0.0018,⚪ 時間到期,20,0.4,strong
3443,electronics,2022-07-21,2022-08-19,538.62,576.34,0.0616,⚪ 時間到期,21,0.4,strong
2382,semiconductor,2022-07-22,2022-08-19,66.22,68.8,0.0309,⚪ 時間到期,20,0.7,boost
2345,semiconductor,2022-07-25,2022-08-19,226.15,278.05,0.2199,🟢 停利,19,0.7,strong
3017,electronics,2022-07-22,2022-08-22,95.77,108.21,0.121,⚪ 時間到期,21,0.7,boost
5871,finance,2022-08-18,2022-08-29,185.73,170.95,-0.0868,🔴 停損,7,1.0,open
3443,electronics,2022-08-19,2022-09-01,576.34,505.88,-0.1291,🔴 停損,9,1.0,open
3661,electronics,2022-08-17,2022-09-02,750.61,900.1,0.1898,🟢 停利,12,1.0,strong
2301,semiconductor,2022-08-12,2022-09-12,57.3,58.67,0.0159,⚪ 時間到期,20,1.0,boost
3529O,electronics,2022-08-16,2022-09-15,1369.23,1301.02,-0.0573,⚪ 時間到期,21,1.0,boost
3035,electronics,2022-08-19,2022-09-15,178.87,155.0,-0.1402,🔴 停損,18,1.0,open
1760,biotech,2022-08-18,2022-09-16,135.02,128.39,-0.0566,⚪ 時間到期,20,1.0,open
2834,finance,2022-08-19,2022-09-19,10.07,9.87,-0.0275,⚪ 時間到期,20,1.0,open
4743O,biotech,2022-09-01,2022-09-19,244.13,210.57,-0.1442,🔴 停損,11,0.1,closed
2892,finance,2022-08-22,2022-09-20,22.22,22.22,-0.0078,⚪ 時間到期,20,1.0,open
3017,electronics,2022-08-22,2022-09-21,106.82,110.9,0.03,⚪ 時間到期,21,1.0,open
2002,traditional,2022-09-16,2022-09-22,27.32,25.97,-0.057,🔴 停損,4,0.1,closed
5274O,traditional,2022-09-12,2022-09-26,1940.55,1611.82,-0.1759,🔴 停損,10,0.7,closed
2884,finance,2022-09-22,2022-09-28,23.03,22.22,-0.0428,🔴 停損,4,0.1,closed
6285,traditional,2022-09-05,2022-09-30,73.71,68.72,-0.075,🔴 停損,18,0.1,closed
1605,traditional,2022-09-02,2022-10-04,36.44,36.21,-0.014,⚪ 時間到期,21,0.1,closed
1216,traditional,2022-09-15,2022-10-17,59.42,58.71,-0.0197,⚪ 時間到期,21,0.1,closed
4743O,biotech,2022-09-19,2022-10-18,224.97,195.81,-0.1364,⚪ 時間到期,20,0.1,closed
2890,finance,2022-09-21,2022-10-19,14.55,13.52,-0.0783,🔴 停損,19,0.1,closed
3037,electronics,2022-11-09,2022-11-11,126.87,149.09,0.166,🟢 停利,2,0.1,all_half
9945,traditional,2022-11-02,2022-11-14,40.02,45.96,0.1393,🟢 停利,8,0.1,closed
1303,traditional,2022-11-04,2022-11-14,63.06,68.39,0.0761,🟢 停利,6,0.1,closed
2201,traditional,2022-11-03,2022-11-15,40.96,47.12,0.1413,🟢 停利,8,0.1,closed
2327,semiconductor,2022-11-10,2022-11-17,80.42,88.92,0.0971,🟢 停利,5,0.1,all_half
3711,computing,2022-11-14,2022-12-01,79.31,86.87,0.0867,🟢 停利,13,0.7,boost
3443,electronics,2022-11-14,2022-12-02,620.82,737.83,0.1792,🟢 停利,14,0.7,boost
2408,semiconductor,2022-11-07,2022-12-05,53.73,54.51,0.0065,⚪ 時間到期,20,0.1,all_half
5274O,traditional,2022-11-08,2022-12-06,2013.14,2003.46,-0.0126,⚪ 時間到期,20,0.1,all_half
6415,computing,2022-12-05,2022-12-07,546.96,470.46,-0.1466,🔴 停損,2,1.0,boost
2383,semiconductor,2022-11-11,2022-12-09,166.65,187.01,0.1134,⚪ 時間到期,20,0.7,boost
2376,semiconductor,2022-11-14,2022-12-12,92.16,94.46,0.017,⚪ 時間到期,20,0.7,boost
3529O,electronics,2022-11-15,2022-12-13,1388.73,1378.98,-0.0148,⚪ 時間到期,20,0.7,boost
1605,traditional,2022-11-15,2022-12-14,41.4,43.59,0.0446,⚪ 時間到期,21,0.7,boost
3037,electronics,2022-11-16,2022-12-14,149.09,136.59,-0.091,⚪ 時間到期,20,0.7,boost
2327,semiconductor,2022-11-17,2022-12-15,88.46,94.78,0.063,⚪ 時間到期,20,0.7,boost
3443,electronics,2022-12-02,2022-12-28,710.75,619.99,-0.1345,🔴 停損,18,1.0,boost
6446,computing,2022-12-14,2022-12-28,476.56,427.72,-0.1095,🔴 停損,10,0.7,open
2201,traditional,2022-12-01,2022-12-29,60.28,56.08,-0.077,⚪ 時間到期,20,1.0,boost
1760,biotech,2022-12-07,2023-01-05,171.98,161.55,-0.068,⚪ 時間到期,20,0.7,strong
8454,traditional,2022-12-12,2023-01-05,474.34,547.43,0.1451,🟢 停利,17,0.7,open
5871,finance,2022-12-09,2023-01-10,175.34,193.62,0.0956,⚪ 時間到期,21,0.7,boost
2634,shipping,2022-12-13,2023-01-11,32.39,32.39,-0.0078,⚪ 時間到期,20,0.4,open
2610,shipping,2022-12-14,2023-01-12,17.6,17.5,-0.013,⚪ 時間到期,20,0.7,open
3017,electronics,2022-12-15,2023-01-13,110.9,102.3,-0.0848,⚪ 時間到期,20,1.0,open
8454,traditional,2023-01-05,2023-01-17,527.29,601.45,0.1317,🟢 停利,8,0.4,open
2201,traditional,2023-01-10,2023-01-30,61.83,70.45,0.1304,🟢 停利,6,1.0,open
2201,traditional,2023-01-30,2023-01-31,67.59,75.29,0.1052,🟢 停利,1,1.0,strong
3231,traditional,2023-01-06,2023-02-02,27.16,29.27,0.069,🟢 停利,11,0.1,closed
2615,shipping,2022-12-28,2023-02-07,69.83,67.23,-0.0448,⚪ 時間到期,20,0.1,closed
2379,semiconductor,2023-01-12,2023-02-08,280.31,311.55,0.1028,🟢 停利,11,1.0,open
1519,traditional,2023-01-04,2023-02-13,42.42,42.42,-0.0078,⚪ 時間到期,20,0.1,closed
2376,semiconductor,2023-01-09,2023-02-16,104.6,111.51,0.0577,⚪ 時間到期,20,1.0,open
2327,semiconductor,2023-01-10,2023-02-20,99.95,107.41,0.0663,⚪ 時間到期,21,1.0,open
5871,finance,2023-01-11,2023-02-20,194.45,191.96,-0.0205,⚪ 時間到期,20,1.0,open
2002,traditional,2023-01-13,2023-02-23,29.14,29.75,0.0129,⚪ 時間到期,21,1.0,open
3443,electronics,2023-02-13,2023-02-23,873.21,1052.24,0.1956,🟢 停利,8,1.0,strong
5274O,traditional,2023-02-07,2023-02-24,2255.1,2651.92,0.1668,🟢 停利,13,1.0,boost
8454,traditional,2023-01-17,2023-03-01,583.23,593.67,0.0099,⚪ 時間到期,21,1.0,open
3529O,electronics,2023-02-08,2023-03-01,1666.47,1896.18,0.1289,🟢 停利,13,1.0,boost
1605,traditional,2023-02-20,2023-03-01,52.47,47.43,-0.1031,🔴 停損,5,1.0,strong
2201,traditional,2023-01-31,2023-03-03,71.79,71.33,-0.0141,⚪ 時間到期,21,1.0,boost
6415,computing,2023-02-02,2023-03-06,580.0,571.25,-0.0228,⚪ 時間到期,20,1.0,boost
3035,electronics,2023-02-16,2023-03-21,183.59,181.23,-0.0206,⚪ 時間到期,21,1.0,boost
3661,electronics,2023-03-02,2023-03-21,1009.9,1219.69,0.1983,🟢 停利,13,0.4,open
3017,electronics,2023-03-03,2023-03-22,116.54,131.12,0.1163,🟢 停利,13,1.0,open
3481,electronics,2023-02-20,2023-03-23,14.35,14.2,-0.0182,⚪ 時間到期,21,1.0,strong
2606,shipping,2023-03-03,2023-03-23,52.02,46.33,-0.1164,🔴 停損,14,1.0,open
1504,traditional,2023-03-22,2023-03-27,34.39,39.65,0.1439,🟢 停利,3,1.0,strong
3231,traditional,2023-03-23,2023-03-27,35.17,38.01,0.0723,🟢 停利,2,0.4,strong
3443,electronics,2023-02-23,2023-03-28,1015.36,1068.54,0.0441,⚪ 時間到期,21,0.7,open
