Date,Equity
2022-07-18,1002353.5077092535
2022-07-19,1003843.1049554744
2022-07-20,1010768.4681550086
2022-07-21,1014183.2872139977
2022-07-22,1023298.2620025679
2022-07-25,1029363.1083266191
2022-07-26,1027449.0380493093
2022-07-27,1028735.1277323558
2022-07-28,1026856.0703642764
2022-07-29,1023460.2209705157
2022-08-01,1018142.224370064
2022-08-02,1002794.7458422703
2022-08-03,993160.5154542401
2022-08-04,1001384.1036888803
2022-08-05,1025413.2001390976
2022-08-08,1021494.1036861939
2022-08-09,1024297.9751837893
2022-08-10,1018640.9287390949
2022-08-11,1023086.4868747939
2022-08-12,1023642.9648684011
2022-08-15,1034170.583605527
2022-08-16,1042850.239079108
2022-08-17,1046420.5976968062
2022-08-18,1053036.730445646
2022-08-19,1047630.1757698259
2022-08-22,1036034.9607640447
2022-08-23,1029654.590296016
2022-08-24,1034244.1123822338
2022-08-25,1056887.2552314214
2022-08-26,1054570.8723447795
2022-08-29,1039145.8870116449
2022-08-30,1047837.6323468824
2022-08-31,1047368.6963365978
2022-09-01,1027527.7186767883
2022-09-02,1036374.6948565727
2022-09-05,1028582.6073844179
2022-09-06,1021170.3262317777
2022-09-07,1014520.0542551487
2022-09-08,1027258.5542859066
2022-09-12,1044476.0308277259
2022-09-13,1039680.7712928791
2022-09-14,1043815.6935276348
2022-09-15,1047510.3093989779
2022-09-16,1035645.0248420845
2022-09-19,1035710.3677088864
2022-09-20,1040191.2916063686
2022-09-21,1031851.6665565239
2022-09-22,1036715.8874747243
2022-09-23,1019734.4209285578
2022-09-26,999998.9017088874
2022-09-27,1009311.2235080982
2022-09-28,983025.0277303064
2022-09-29,991445.6627177651
2022-09-30,998027.7375608588
2022-10-03,988203.0940059236
2022-10-04,1006217.7703111738
2022-10-05,1004093.6508203339
2022-10-06,1012405.6792409039
2022-10-07,1000819.4253219033
2022-10-11,974959.603824682
2022-10-12,966781.2880836884
2022-10-13,955440.1964459374
2022-10-14,958288.4823547974
2022-10-17,954600.3235637215
2022-10-18,955955.7279703221
2022-10-19,956517.3685787723
2022-10-20,957210.1977745421
2022-10-21,950573.2373207657
2022-10-24,951218.5893768762
2022-10-25,946314.4590398419
2022-10-26,945236.9488452885
2022-10-27,953286.2679014207
2022-10-28,951946.8340979998
2022-10-31,956845.0054203202
2022-11-01,958281.3097495659
2022-11-02,962956.8833625751
2022-11-03,963706.6445770959
2022-11-04,963129.8603326604
2022-11-07,972473.3076663897
2022-11-08,972388.0124828215
2022-11-09,985403.7660924292
2022-11-10,986206.6264866815
2022-11-11,1007363.8910282667
2022-11-14,1019054.3809621561
2022-11-15,1040123.9274693425
2022-11-16,1054942.432975401
2022-11-17,1057969.5241507476
2022-11-18,1045650.85940959
2022-11-21,1050275.7999134704
2022-11-22,1040940.6053077352
2022-11-23,1043700.1977214382
2022-11-24,1066158.4923436474
2022-11-25,1051157.7632158876
2022-11-28,1057016.9902926066
2022-11-29,1055603.6111543302
2022-11-30,1080760.2814547324
2022-12-01,1095858.197069848
2022-12-02,1114454.5624114566
2022-12-05,1126970.6275849794
2022-12-06,1106889.7460096972
2022-12-07,1076021.5472820848
2022-12-08,1071399.3785814485
2022-12-09,1087644.549355511
2022-12-12,1076191.2904061193
2022-12-13,1064005.1387458644
2022-12-14,1093116.8073931243
2022-12-15,1094943.933971731
2022-12-16,1070555.3995868189
2022-12-19,1058286.1063689769
2022-12-20,1022394.5278535715
2022-12-21,1038214.0834589094
2022-12-22,1050528.4281498925
2022-12-23,1041734.4489382305
2022-12-26,1038122.4778522642
2022-12-27,1039109.780928368
2022-12-28,1025138.0210619231
2022-12-29,1023676.6738937473
2022-12-30,1025790.6788962659
2023-01-03,1030881.6117688466
2023-01-04,1031290.0330339033
2023-01-05,1038475.3743482627
2023-01-06,1031569.0620290705
2023-01-09,1041566.5792655572
2023-01-10,1038673.3960435992
2023-01-11,1044163.9173991231
2023-01-12,1035994.5113495484
2023-01-13,1033988.9335848304
2023-01-16,1030035.6206133468
2023-01-17,1036298.8751712184
2023-01-30,1062160.189461103
2023-01-31,1048703.7121066605
2023-02-01,1059996.139661028
2023-02-02,1057645.615788756
2023-02-03,1047334.4377128319
2023-02-06,1035010.9269043684
2023-02-07,1042316.6472632791
2023-02-08,1060671.9351916725
2023-02-09,1046859.2796309246
2023-02-10,1047210.6801725703
2023-02-13,1043179.6675535857
2023-02-14,1054820.5656752633
2023-02-15,1054454.9173488994
2023-02-16,1073850.0041507636
2023-02-17,1059693.5247057388
2023-02-20,1073166.8623055492
2023-02-21,1075372.3621497862
2023-02-22,1060596.0661072566
2023-02-23,1078293.6752282376
2023-02-24,1075688.9024722455
2023-03-01,1070492.550885786
2023-03-02,1063544.8650734767
2023-03-03,1057918.328180034
2023-03-06,1072713.3056228473
2023-03-07,1075931.224910466
2023-03-08,1090193.7257969582
2023-03-09,1098393.8399959577
2023-03-10,1068749.7066119362
2023-03-13,1063757.4259298204
2023-03-14,1052626.6904299094
2023-03-15,1068494.4334079486
2023-03-16,1060933.8623489195
2023-03-17,1074451.1764479293
2023-03-20,1086684.3852127532
2023-03-21,1094584.1682460047
2023-03-22,1114861.672253331
2023-03-23,1117241.846667557
