,Score
3037,4.0
2383,3.8833333333333333
3533,3.883333333333333
6285,3.8
2360,3.7666666666666666
2308,3.65
3017,3.6166666666666667
2368,3.533333333333333
2345,3.4166666666666665
6415,3.4000000000000004
3711,3.3333333333333335
1303,3.2333333333333334
4938,3.0833333333333335
2605,3.0666666666666664
2891,2.9166666666666665
2376,2.9000000000000004
3443,2.866666666666667
3036,2.85
2382,2.8
2357,2.6666666666666665
2327,2.6333333333333333
2330,2.583333333333333
2885,2.4666666666666663
1326,2.35
2618,2.1833333333333336
2379,2.1000000000000005
2301,2.1
2882,2.05
3044,1.9833333333333334
2887,1.9333333333333333
2002,1.8833333333333333
3034,1.8666666666666667
2408,1.7833333333333334
2395,1.7666666666666666
1605,1.7000000000000002
6239,1.6833333333333333
2449,1.5666666666666667
3231,1.5000000000000002
1301,1.4666666666666666
2303,1.4499999999999997
2881,1.4333333333333336
3706,1.3666666666666665
2886,1.3166666666666667
2412,1.2333333333333334
2615,1.2
2884,1.1333333333333333
6446,1.1166666666666667
2603,1.1
3481,0.9500000000000001
6770,0.8500000000000001
2317,0.6499999999999999
6505,0.5833333333333334
2454,0.5666666666666667
1519,0.5333333333333333
3661,0.5166666666666667
2344,0.4666666666666667
2324,0.4
6669,0.31666666666666665
2404,0.2833333333333333
2609,0.26666666666666666
