,Score
3661,4.0
4142,3.933333333333333
2207,3.8166666666666664
2458,3.7499999999999996
3231,3.6833333333333336
3481,3.683333333333333
2454,3.6500000000000004
6415,3.566666666666667
2308,3.5166666666666666
2379,3.4
3443,3.3333333333333335
3044,3.2
3037,3.166666666666667
5871,3.0666666666666664
2317,3.0
4938,2.95
2376,2.933333333333333
3034,2.75
2885,2.683333333333333
2357,2.6333333333333337
2383,2.6333333333333333
3711,2.5666666666666664
2327,2.55
2882,2.283333333333333
2330,2.2666666666666666
3017,2.216666666666667
2377,2.1666666666666665
2449,2.15
2881,2.1
2404,2.083333333333333
1326,2.0166666666666666
2412,1.9833333333333336
6505,1.8
2884,1.7833333333333332
2301,1.6833333333333336
1301,1.5833333333333335
2002,1.55
2382,1.55
1303,1.4166666666666665
2891,1.383333333333333
6239,1.3333333333333335
5880,1.2999999999999998
2886,1.15
1760,1.1166666666666667
2892,1.05
2303,1.0166666666666666
3045,0.95
2345,0.9166666666666667
2474,0.8500000000000001
1216,0.8333333333333335
3533,0.8166666666666667
1101,0.8166666666666667
2912,0.6166666666666666
9904,0.6
2890,0.5333333333333333
6669,0.4666666666666667
2408,0.4166666666666667
9910,0.31666666666666665
2344,0.23333333333333334
2368,0.18333333333333335
