,Score
3661,4.0
6669,3.883333333333333
2383,3.833333333333333
2368,3.8166666666666664
2379,3.683333333333333
6285,3.6
3443,3.5833333333333335
2404,3.5166666666666666
2308,3.45
2345,3.45
2454,3.2333333333333334
3035,3.1500000000000004
6446,2.983333333333334
3711,2.9833333333333334
3034,2.916666666666667
2357,2.9
2330,2.8166666666666664
2891,2.7333333333333334
2356,2.6500000000000004
3533,2.6166666666666667
2609,2.5749999999999997
3045,2.55
2327,2.5166666666666666
2618,2.5166666666666666
5876,2.4166666666666665
2412,2.3249999999999997
2474,2.3166666666666664
1504,2.283333333333333
2603,2.1166666666666667
2324,2.1166666666666667
2887,2.066666666666667
2881,1.966666666666667
2882,1.9333333333333333
2885,1.8000000000000003
2880,1.6833333333333336
2376,1.6666666666666667
2610,1.6166666666666667
4938,1.5833333333333335
2382,1.55
2883,1.5333333333333332
2360,1.4333333333333331
2886,1.4
2303,1.15
1519,1.1333333333333333
2301,0.9833333333333333
6415,0.9833333333333333
2890,0.9500000000000001
3706,0.95
3037,0.9
2615,0.8666666666666667
3481,0.6833333333333333
2317,0.6833333333333332
1402,0.5666666666666667
3017,0.5
3231,0.4666666666666667
5871,0.4666666666666667
1605,0.39999999999999997
2449,0.30000000000000004
1301,0.18333333333333335
1303,0.06666666666666667
