,Score
6116,4.0
2303,3.8999999999999995
3231,3.8166666666666664
2449,3.783333333333333
2408,3.716666666666667
1605,3.683333333333333
3711,3.6
3037,3.533333333333333
2618,3.3666666666666667
2885,3.3
2610,3.2
2474,3.1833333333333336
2201,3.1
1402,3.033333333333333
2886,2.9833333333333334
9945,2.933333333333333
9904,2.8166666666666664
2382,2.7666666666666666
2324,2.75
2385,2.716666666666667
2891,2.6500000000000004
3034,2.6166666666666667
1303,2.55
2890,2.4666666666666663
3035,2.333333333333333
1102,2.216666666666667
6505,2.1999999999999997
6239,2.1333333333333333
2105,2.066666666666667
2887,2.0
2606,1.9666666666666666
2330,1.9166666666666667
2308,1.9166666666666667
1326,1.9000000000000001
3481,1.7833333333333337
2801,1.5166666666666668
2379,1.5
2892,1.4333333333333333
3706,1.4166666666666665
1301,1.383333333333333
2377,1.3666666666666665
2881,1.1833333333333336
2353,1.1833333333333333
2317,1.1833333333333333
2834,1.1
2454,1.0499999999999998
2880,1.0333333333333334
3044,0.9500000000000001
2882,0.9166666666666666
5880,0.8
2605,0.8
1101,0.7666666666666666
2458,0.7
3045,0.5833333333333334
1216,0.5833333333333334
3443,0.4833333333333334
2912,0.41666666666666663
4904,0.3833333333333333
2002,0.2
2412,0.16666666666666669
