Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
1760,2020-04-30,2020-05-06,109.87,136.54,0.2342,🟢 停利,3,136.54,89.87
1760,2020-05-06,2020-05-12,134.74,107.51,-0.2076,🔴 停損,4,164.19,112.65
3037,2020-04-30,2020-05-19,37.71,33.09,-0.1286,🔴 停損,12,43.87,33.09
1760,2020-05-12,2020-05-22,107.61,146.77,0.3545,🟢 停利,8,146.77,78.25
9910,2020-05-04,2020-05-26,101.42,118.54,0.1609,🟢 停利,16,118.54,88.57
4142,2020-05-22,2020-05-26,54.26,66.12,0.2103,🟢 停利,2,66.12,45.36
4142,2020-05-26,2020-05-28,65.36,54.6,-0.1704,🔴 停損,2,78.72,55.35
2345,2020-04-30,2020-05-29,195.11,213.96,0.0891,⚪ 時間到期,20,228.42,170.12
3661,2020-04-30,2020-05-29,263.97,285.09,0.0726,⚪ 時間到期,20,307.12,231.62
2368,2020-04-30,2020-05-29,31.85,36.19,0.1285,⚪ 時間到期,20,39.23,26.32
3017,2020-04-30,2020-05-29,35.6,34.7,-0.0321,⚪ 時間到期,20,40.84,31.67
2327,2020-04-30,2020-05-29,85.52,81.17,-0.0574,⚪ 時間到期,20,99.68,74.91
3443,2020-05-04,2020-06-01,218.5,214.17,-0.0265,⚪ 時間到期,20,250.0,194.88
2618,2020-05-04,2020-06-01,9.22,9.34,0.0058,⚪ 時間到期,20,10.54,8.23
1760,2020-05-26,2020-06-02,159.61,118.48,-0.2627,🔴 停損,5,214.45,118.48
2376,2020-06-01,2020-06-05,44.35,51.03,0.1427,🟢 停利,4,51.03,39.35
2345,2020-06-01,2020-06-08,217.28,192.82,-0.1186,🔴 停損,5,249.88,192.82
2376,2020-06-08,2020-06-11,52.24,46.32,-0.1194,🔴 停損,3,60.14,46.32
3533,2020-05-19,2020-06-12,349.01,312.94,-0.1095,🔴 停損,18,396.46,313.42
2368,2020-05-29,2020-06-15,35.99,30.46,-0.1593,🔴 停損,11,43.35,30.46
4142,2020-05-29,2020-06-17,54.65,70.82,0.287,🟢 停利,13,70.82,42.52
